종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"002995","금호건설우","KOSPI","건설업","12690","10","0.08","3708855540"
"011780","금호석유","KOSPI","화학","147300","0","0.00","4205073116700"
"011785","금호석유우","KOSPI","화학","71300","-1200","-1.66","215574551800"
"214330","금호에이치티","KOSPI","운수장비","652","2","0.31","132901861572"
"001210","금호전기","KOSPI","전기전자","748","-20","-2.60","27708173724"
"073240","금호타이어","KOSPI","화학","6530","-70","-1.06","1875809674110"
"092440","기신정기","KOSPI","기계","3155","-10","-0.32","92126000000"
"000270","기아","KOSPI","운수장비","118400","-900","-0.75","47602033635200"
"024110","기업은행","KOSPI","은행","13760","160","1.18","10972579957440"
"013700","까뮤이앤씨","KOSPI","건설업","1556","-34","-2.14","70256947680"
"004540","깨끗한나라","KOSPI","종이목재","2850","-40","-1.38","106135975050"
"004545","깨끗한나라우","KOSPI","종이목재","16420","-330","-1.97","6012347200"
"001260","남광토건","KOSPI","건설업","7260","-80","-1.09","71384472720"
"008350","남선알미늄","KOSPI","철강금속","2065","-10","-0.48","266548320850"
"008355","남선알미우","KOSPI","철강금속","25350","350","1.40","7805011500"
"004270","남성","KOSPI","유통업","2055","-40","-1.91","74415988800"
"003920","남양유업","KOSPI","음식료품","602000","-5000","-0.82","433440000000"
"003925","남양유업우","KOSPI","음식료품","425000","0","0.00","85000000000"
"025860","남해화학","KOSPI","화학","7440","-90","-1.20","369610591920"
"005720","넥센","KOSPI","화학","4560","120","2.70","244160535120"
"005725","넥센우","KOSPI","화학","3020","10","0.33","10873812000"
"002350","넥센타이어","KOSPI","화학","9400","290","3.18","918078043800"
"002355","넥센타이어1우B","KOSPI","화학","3415","30","0.89","22197500000"
"092790","넥스틸","KOSPI","철강금속","7250","10","0.14","188514500000"
"251270","넷마블","KOSPI","서비스업","63000","200","0.32","5415070626000"
"090350","노루페인트","KOSPI","화학","10600","-30","-0.28","212000000000"
"090355","노루페인트우","KOSPI","화학","16210","-200","-1.22","7507272460"
"000320","노루홀딩스","KOSPI","기타금융","12600","50","0.40","167468502600"
"000325","노루홀딩스우","KOSPI","기타금융","34150","-100","-0.29","8317539850"
"006280","녹십자","KOSPI","의약품","118500","500","0.42","1384854753000"
"005250","녹십자홀딩스","KOSPI","서비스업","16960","340","2.05","797598441600"
"005257","녹십자홀딩스2우","KOSPI","서비스업","30200","350","1.17","25548898000"
"004370","농심","KOSPI","음식료품","367000","2000","0.55","2232329614000"
"072710","농심홀딩스","KOSPI","기타금융","68000","1200","1.80","315369720000"
"058730","다스코","KOSPI","기계","4015","0","0.00","77878718115"
"030210","다올투자증권","KOSPI","증권","3580","-15","-0.42","218061759480"
"023590","다우기술","KOSPI","서비스업","22000","50","0.23","987065574000"
"145210","다이나믹디자인","KOSPI","기계","6120","0","0.00","105882689160"
"019680","대교","KOSPI","서비스업","2835","45","1.61","240132579750"
"019685","대교우B","KOSPI","서비스업","1657","-18","-1.07","32190522430"
"006370","대구백화점","KOSPI","유통업","9760","-10","-0.10","105618923360"
"008060","대덕","KOSPI","기타금융","6510","-50","-0.76","220624876500"
"00806K","대덕1우","KOSPI","기타금융","7700","20","0.26","9335148900"
"353200","대덕전자","KOSPI","전기전자","22800","-300","-1.30","1126705890000"
"35320K","대덕전자1우","KOSPI","전기전자","9750","-60","-0.61","20431310250"
"000490","대동","KOSPI","기계","13710","-190","-1.37","351535203480"
"008110","대동전자","KOSPI","전기전자","6890","10","0.15","72279179830"
"005750","대림B&Co","KOSPI","비금속광물","3695","-30","-0.81","61603926800"
"006570","대림통상","KOSPI","기계","2955","0","0.00","44989875000"
"001680","대상","KOSPI","음식료품","20200","360","1.81","699890105000"
"001685","대상우","KOSPI","음식료품","21000","150","0.72","28774683000"
"084690","대상홀딩스","KOSPI","기타금융","12110","710","6.23","438533835180"
"084695","대상홀딩스우","KOSPI","기타금융","30600","750","2.51","27952549200"
"128820","대성산업","KOSPI","유통업","3965","0","0.00","179358670270"
"117580","대성에너지","KOSPI","전기가스업","8770","-260","-2.88","241175000000"
"016710","대성홀딩스","KOSPI","서비스업","9700","-30","-0.31","156067752300"
"003540","대신증권","KOSPI","증권","16340","350","2.19","829637356000"
"003547","대신증권2우B","KOSPI","증권","14420","180","1.26","144200000000"
"003545","대신증권우","KOSPI","증권","14950","120","0.81","388700000000"
"009190","대양금속","KOSPI","철강금속","1469","-11","-0.74","56742989550"
"014160","대영포장","KOSPI","종이목재","1245","-30","-2.35","134951213505"
"047040","대우건설","KOSPI","건설업","3965","-35","-0.88","1647943759670"
"009320","대우부품","KOSPI","운수장비","1260","-21","-1.64","62117710200"
"003090","대웅","KOSPI","의약품","23350","550","2.41","1357615233000"
"069620","대웅제약","KOSPI","의약품","116100","1000","0.87","1345201357500"
"000430","대원강업","KOSPI","운수장비","5930","140","2.42","367660000000"
"006340","대원전선","KOSPI","전기전자","1182","-10","-0.84","85062079188"
"006345","대원전선우","KOSPI","전기전자","2430","0","0.00","6369516000"
"003220","대원제약","KOSPI","의약품","14750","-220","-1.47","327305361500"
"024890","대원화성","KOSPI","화학","1882","7","0.37","77630904064"
"002880","대유에이텍","KOSPI","운수장비","1046","-26","-2.43","48894244920"
"000300","대유플러스","KOSPI","전기전자","241","-1","-0.41","30475633069"
"012800","대창","KOSPI","철강금속","1409","-55","-3.76","128416963091"
"015230","대창단조","KOSPI","운수장비","5850","10","0.17","167147545500"
"001070","대한방직","KOSPI","섬유의복","7500","-10","-0.13","39750000000"
"006650","대한유화","KOSPI","화학","151800","3500","2.36","986700000000"
"001440","대한전선","KOSPI","전기전자","9260","0","0.00","1152381998000"
"084010","대한제강","KOSPI","철강금속","14010","270","1.97","328035701970"
"001790","대한제당","KOSPI","음식료품","3330","-40","-1.19","298689611400"
"001795","대한제당우","KOSPI","음식료품","2965","-10","-0.34","19221383400"
"001130","대한제분","KOSPI","음식료품","143200","7800","5.76","242008000000"
"003490","대한항공","KOSPI","운수창고업","23200","-250","-1.07","8542719335200"
"003495","대한항공우","KOSPI","운수창고업","25700","-250","-0.96","28547405800"
"005880","대한해운","KOSPI","운수창고업","2015","-50","-2.42","643142581900"
"003830","대한화섬","KOSPI","화학","117900","500","0.43","156571200000"
"016090","대현","KOSPI","섬유의복","2010","0","0.00","89007443100"
"069460","대호에이엘","KOSPI","철강금속","1089","-34","-3.03","73556391744"
"192080","더블유게임즈","KOSPI","서비스업","47700","-1050","-2.15","1025354716200"
"012510","더존비즈온","KOSPI","서비스업","51400","-2100","-3.93","1561675097600"
"004830","덕성","KOSPI","화학","9850","-330","-3.24","154448000000"
"004835","덕성우","KOSPI","화학","14710","-450","-2.97","20476320000"
"024900","덕양산업","KOSPI","운수장비","4915","-155","-3.06","160056876700"
"145720","덴티움","KOSPI","의료정밀","120500","9100","8.17","1333794015000"
"002150","도화엔지니어링","KOSPI","서비스업","7800","-40","-0.51","263016000000"
"460850","동국씨엠","KOSPI","철강금속","6730","-10","-0.15","201217954880"
"460860","동국제강","KOSPI","철강금속","12890","110","0.86","639447339130"
"001230","동국홀딩스","KOSPI","철강금속","8900","50","0.56","283024298700"
"023450","동남합성","KOSPI","화학","30000","-100","-0.33","105000000000"
"004140","동방","KOSPI","운수창고업","2200","-55","-2.44","105537885200"
"007590","동방아그로","KOSPI","화학","6360","-10","-0.16","86607789720"
"005960","동부건설","KOSPI","건설업","5450","20","0.37","125047214350"
"005965","동부건설우","KOSPI","건설업","24650","-100","-0.40","5564293800"
"026960","동서","KOSPI","유통업","17970","120","0.67","1791609000000"
"002210","동성제약","KOSPI","의약품","5390","-10","-0.19","140684228300"
"102260","동성케미컬","KOSPI","서비스업","4675","-25","-0.53","232299478400"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","110200","600","0.55","699650212600"
"170900","동아에스티","KOSPI","의약품","69900","300","0.43","602186822400"
"028100","동아지질","KOSPI","건설업","14000","200","1.45","196737044000"
"282690","동아타이어","KOSPI","화학","13390","-40","-0.30","183885070850"
"001520","동양","KOSPI","비금속광물","1018","-7","-0.68","242980376134"
"001527","동양2우B","KOSPI","비금속광물","11630","-40","-0.34","3588657470"
"084670","동양고속","KOSPI","운수창고업","12040","20","0.17","34862650760"
"082640","동양생명","KOSPI","보험","5480","60","1.11","884245045800"
"001525","동양우","KOSPI","비금속광물","5760","-20","-0.35","3558130560"
"008970","동양철관","KOSPI","철강금속","745","0","0.00","88569541050"
"092780","동양피스톤","KOSPI","운수장비","4655","-55","-1.17","61299181300"
"049770","동원F&B","KOSPI","음식료품","32350","-50","-0.15","624213307000"
"018500","동원금속","KOSPI","운수장비","1815","-6","-0.33","84860203395"
"006040","동원산업","KOSPI","기타금융","38900","-50","-0.13","1808175668500"
"030720","동원수산","KOSPI","농업, 임업 및 어업","6760","-70","-1.02","31459721800"
"014820","동원시스템즈","KOSPI","화학","37150","0","0.00","1077026126300"
"014825","동원시스템즈우","KOSPI","화학","22850","-100","-0.44","6034936350"
"111380","동인기연","KOSPI","기타제조업","25900","-1000","-3.72","158715200000"
"163560","동일고무벨트","KOSPI","화학","6500","-140","-2.11","90350000000"
"004890","동일산업","KOSPI","철강금속","46950","-300","-0.63","113863844250"
"002690","동일제강","KOSPI","철강금속","1942","18","0.94","39423299120"
"000020","동화약품","KOSPI","의약품","9840","-30","-0.30","274845664800"
"000150","두산","KOSPI","기타금융","99900","700","0.71","1650731116500"
"000157","두산2우B","KOSPI","기타금융","68600","200","0.29","61262406800"
"454910","두산로보틱스","KOSPI","기계","79100","-2200","-2.71","5127260418000"
"241560","두산밥캣","KOSPI","기계","45400","350","0.78","4551312136400"
"034020","두산에너빌리티","KOSPI","기계","16350","50","0.31","10473174737100"
"000155","두산우","KOSPI","기타금융","53800","400","0.75","215009655600"
"336260","두산퓨얼셀","KOSPI","전기전자","20300","-500","-2.40","1329522637800"
"33626K","두산퓨얼셀1우","KOSPI","전기전자","6610","-10","-0.15","88337362000"
"33626L","두산퓨얼셀2우B","KOSPI","전기전자","8930","10","0.11","26667659000"
"016740","두올","KOSPI","운수장비","3775","50","1.34","124826717000"
"192650","드림텍","KOSPI","전기전자","10790","-250","-2.26","742332480890"
"024090","디씨엠","KOSPI","철강금속","11650","430","3.83","132810000000"
"003160","디아이","KOSPI","의료정밀","8770","180","2.10","248191000000"
"092200","디아이씨","KOSPI","운수장비","4600","-45","-0.97","178887417400"
"377190","디앤디플랫폼리츠","KOSPI","서비스업","3375","50","1.50","217350000000"
"013570","디와이","KOSPI","기타금융","6150","-50","-0.81","161865742950"
"210540","디와이파워","KOSPI","기계","13490","-90","-0.66","148952640920"
"115390","락앤락","KOSPI","화학","6640","-230","-3.35","287687369040"
"032350","롯데관광개발","KOSPI","서비스업","9090","-110","-1.20","688790850390"
"089860","롯데렌탈","KOSPI","서비스업","27650","850","3.17","1012931841950"
"330590","롯데리츠","KOSPI","서비스업","3185","15","0.47","773855895540"
"000400","롯데손해보험","KOSPI","보험","3050","-105","-3.33","946525776000"
"023530","롯데쇼핑","KOSPI","유통업","80000","-100","-0.12","2263100400000"
"020150","롯데에너지머티리얼즈","KOSPI","전기전자","36900","-600","-1.60","1701489811500"
"280360","롯데웰푸드","KOSPI","음식료품","134000","2100","1.59","1264232916000"
"004000","롯데정밀화학","KOSPI","화학","48100","-400","-0.82","1240980000000"
"286940","롯데정보통신","KOSPI","서비스업","40600","2200","5.73","625091038600"
