종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"122870","와이지엔터테인먼트","KOSDAQ","오락·문화","42550","-350","-0.82","795290093450"
"332570","와이팜","KOSDAQ","IT부품","3545","-120","-3.27","143516049420"
"079000","와토스코리아","KOSDAQ","화학","4820","25","0.52","34704000000"
"403490","우듬지팜","KOSDAQ","음식료·담배","2525","-35","-1.37","113434271600"
"032820","우리기술","KOSDAQ","일반전기전자","1308","-6","-0.46","201195594696"
"041190","우리기술투자","KOSDAQ","금융","8070","-300","-3.58","677880000000"
"115440","우리넷","KOSDAQ","통신장비","7190","-80","-1.10","77322978410"
"046970","우리로","KOSDAQ","유통","1753","-17","-0.96","76825223247"
"082850","우리바이오","KOSDAQ","일반전기전자","2885","15","0.52","139739527530"
"215360","우리산업","KOSDAQ","운송장비·부품","14260","-220","-1.52","130224644380"
"072470","우리산업홀딩스","KOSDAQ","운송장비·부품","4300","95","2.26","81215566300"
"073560","우리손에프앤지","KOSDAQ","음식료·담배","1475","-9","-0.61","102125523425"
"037400","우리엔터프라이즈","KOSDAQ","유통","1824","-12","-0.65","47831383104"
"153490","우리이앤엘","KOSDAQ","반도체","1100","-22","-1.96","56628000000"
"101170","우림피티에스","KOSDAQ","기계·장비","6690","-40","-0.59","90315000000"
"066590","우수AMS","KOSDAQ","운송장비·부품","3055","-85","-2.71","119368332720"
"103840","우양","KOSDAQ","음식료·담배","4740","-30","-0.63","77576868720"
"046940","우원개발","KOSDAQ","건설","3130","-15","-0.48","56572715500"
"215380","우정바이오","KOSDAQ","기타서비스","1941","21","1.09","26473931766"
"065680","우주일렉트로","KOSDAQ","IT부품","16410","-290","-1.74","156387300000"
"018620","우진비앤지","KOSDAQ","제약","1161","6","0.52","33540469173"
"457550","우진엔텍","KOSDAQ","기타서비스","25550","-1850","-6.75","236882711450"
"396470","워트","KOSDAQ","반도체","10790","-530","-4.68","173934800000"
"307280","원바이오젠","KOSDAQ","제약","1677","-11","-0.65","61980264801"
"032940","원익","KOSDAQ","유통","4030","-25","-0.62","73318716900"
"240810","원익IPS","KOSDAQ","반도체","29800","-100","-0.33","1462700249800"
"074600","원익QnC","KOSDAQ","비금속","27450","-550","-1.96","721605600000"
"104830","원익머트리얼즈","KOSDAQ","반도체","30900","-250","-0.80","389587200000"
"014190","원익큐브","KOSDAQ","유통","2110","-25","-1.17","74693801660"
"217820","원익피앤이","KOSDAQ","기계·장비","6090","-120","-1.93","288998264310"
"030530","원익홀딩스","KOSDAQ","기계·장비","4100","-50","-1.20","316675722100"
"012620","원일특강","KOSDAQ","금속","8650","-50","-0.57","38060000000"
"382840","원준","KOSDAQ","기계·장비","18860","-100","-0.53","288022017660"
"336570","원텍","KOSDAQ","의료·정밀기기","9020","250","2.85","795328713300"
"376980","원티드랩","KOSDAQ","소프트웨어","9100","-180","-1.94","86055933600"
"008370","원풍","KOSDAQ","화학","4240","-20","-0.47","50880000000"
"008290","원풍물산","KOSDAQ","섬유·의류","718","2","0.28","29218061522"
"101160","월덱스","KOSDAQ","반도체","24050","-350","-1.43","397089381650"
"064090","웨스트라이즈","KOSDAQ","유통","2780","295","11.87","84922436420"
"336060","웨이버스","KOSDAQ","출판·매체복제","1505","-18","-1.18","72473576000"
"095270","웨이브일렉트로","KOSDAQ","IT부품","4800","-65","-1.34","71862028800"
"065950","웰크론","KOSDAQ","섬유·의류","2830","-40","-1.39","79894584660"
"076080","웰크론한텍","KOSDAQ","건설","2525","-10","-0.39","57050243900"
"043590","웰킵스하이텍","KOSDAQ","반도체","1265","-15","-1.17","34308554555"
"196700","웹스","KOSDAQ","화학","1667","4","0.24","23945028048"
"069080","웹젠","KOSDAQ","디지털컨텐츠","17460","-420","-2.35","610242434640"
"053580","웹케시","KOSDAQ","금융","10080","-120","-1.18","137453379840"
"071460","위니아","KOSDAQ","일반전기전자","613","0","0.00","22047951835"
"377460","위니아에이드","KOSDAQ","유통","1691","0","0.00","26030247855"
"044340","위닉스","KOSDAQ","일반전기전자","9370","80","0.86","167473992250"
"330350","위더스제약","KOSDAQ","제약","8480","160","1.92","111954138720"
"348350","위드텍","KOSDAQ","의료·정밀기기","9760","20","0.21","99391936000"
"112040","위메이드","KOSDAQ","디지털컨텐츠","47550","-650","-1.35","1611848758800"
"101730","위메이드맥스","KOSDAQ","디지털컨텐츠","11750","-140","-1.18","391219681000"
"123420","위메이드플레이","KOSDAQ","디지털컨텐츠","10140","-180","-1.74","116304197880"
"065370","위세아이텍","KOSDAQ","출판·매체복제","9010","-180","-1.96","66529425540"
"038620","위즈코프","KOSDAQ","유통","804","2","0.25","53503357860"
"299900","위지윅스튜디오","KOSDAQ","오락·문화","2905","-30","-1.02","496897008020"
"036090","위지트","KOSDAQ","기계·장비","856","-16","-1.83","101343795104"
"136540","윈스","KOSDAQ","소프트웨어","12930","-70","-0.54","179263614660"
"320000","윈텍","KOSDAQ","기계·장비","2310","20","0.87","42733031880"
"097800","윈팩","KOSDAQ","반도체","1732","-40","-2.26","103200347072"
"192390","윈하이텍","KOSDAQ","금속","3680","-50","-1.34","40203966880"
"313760","윌링스","KOSDAQ","일반전기전자","8440","140","1.69","48858155640"
"335870","윙스풋","KOSDAQ","유통","1518","-41","-2.63","25322398596"
"900340","윙입푸드","KOSDAQ","금융","760","-6","-0.78","36459805280"
"036200","유니셈","KOSDAQ","반도체","7980","-220","-2.68","244700499540"
"018000","유니슨","KOSDAQ","기계·장비","1008","-44","-4.18","127348558848"
"203450","유니온커뮤니티","KOSDAQ","일반전기전자","3315","20","0.61","48660908205"
"011320","유니크","KOSDAQ","운송장비·부품","4960","-40","-0.80","95830647200"
"086390","유니테스트","KOSDAQ","반도체","13940","-80","-0.57","294609716440"
"241690","유니테크노","KOSDAQ","운송장비·부품","4540","-120","-2.58","113552505100"
"142210","유니트론텍","KOSDAQ","유통","6640","-130","-1.92","127794050880"
"048430","유라테크","KOSDAQ","일반전기전자","8230","-90","-1.08","94809600000"
"206650","유바이오로직스","KOSDAQ","제약","12180","380","3.22","444019549260"
"089850","유비벨록스","KOSDAQ","소프트웨어","16200","-250","-1.52","120799090800"
"084440","유비온","KOSDAQ","소프트웨어","1489","-1","-0.07","29352359200"
"032620","유비케어","KOSDAQ","소프트웨어","7170","950","15.27","374253486630"
"264450","유비쿼스","KOSDAQ","통신장비","16010","-270","-1.66","164033753060"
"078070","유비쿼스홀딩스","KOSDAQ","금융","12950","-10","-0.08","242121332600"
"024800","유성티엔에스","KOSDAQ","운송","2275","0","0.00","84292872300"
"054930","유신","KOSDAQ","기타서비스","31700","-50","-0.16","95100000000"
"069330","유아이디","KOSDAQ","IT부품","1480","-72","-4.64","21002814680"
"049520","유아이엘","KOSDAQ","IT부품","4830","-15","-0.31","105221240880"
"435380","유안타제10호스팩","KOSDAQ","금융","2180","15","0.69","12491400000"
"444920","유안타제11호스팩","KOSDAQ","금융","2140","5","0.23","11213600000"
"446150","유안타제12호스팩","KOSDAQ","금융","2155","5","0.23","10279350000"
"449020","유안타제13호스팩","KOSDAQ","금융","2035","5","0.25","19800550000"
"450940","유안타제14호스팩","KOSDAQ","금융","2155","5","0.23","9783700000"
"430700","유안타제9호스팩","KOSDAQ","금융","2220","15","0.68","11632800000"
"263770","유에스티","KOSDAQ","금속","2800","5","0.18","66360481600"
"388720","유일로보틱스","KOSDAQ","기계·장비","28300","450","1.62","252941041800"
"340930","유일에너테크","KOSDAQ","기계·장비","9730","-230","-2.31","111585099500"
"023410","유진기업","KOSDAQ","비금속","3980","300","8.15","307697234740"
"056080","유진로봇","KOSDAQ","기계·장비","9800","-190","-1.90","367619089600"
"388800","유진스팩7호","KOSDAQ","금융","2440","0","0.00","12224400000"
"413630","유진스팩8호","KOSDAQ","금융","2470","0","0.00","14622400000"
"442130","유진스팩9호","KOSDAQ","금융","2330","-35","-1.48","8061800000"
"084370","유진테크","KOSDAQ","반도체","38550","1050","2.80","883413419100"
"240600","유진테크놀로지","KOSDAQ","금속","16550","-1220","-6.87","114660899050"
"221800","유투바이오","KOSDAQ","기타서비스","4610","60","1.32","52033973560"
"179900","유티아이","KOSDAQ","IT부품","33900","-100","-0.29","552125740500"
"263050","유틸렉스","KOSDAQ","제약","2750","30","1.10","101097851250"
"191410","육일씨엔에쓰","KOSDAQ","IT부품","2100","50","2.44","23451502200"
"372170","윤성에프앤씨","KOSDAQ","기계·장비","102800","600","0.59","820246134400"
"146060","율촌","KOSDAQ","금속","2230","-75","-3.25","48221332680"
"072770","율호","KOSDAQ","소프트웨어","2305","90","4.06","159328044780"
"039020","이건홀딩스","KOSDAQ","종이·목재","2710","-50","-1.81","61204561390"
"067920","이글루","KOSDAQ","소프트웨어","6980","-100","-1.41","76752910620"
"044960","이글벳","KOSDAQ","유통","5180","-10","-0.19","65484953940"
"303530","이노뎁","KOSDAQ","소프트웨어","14240","-610","-4.11","104511617760"
"296640","이노룰스","KOSDAQ","소프트웨어","7840","-140","-1.75","40597495680"
"302430","이노메트리","KOSDAQ","기계·장비","10740","-110","-1.01","105608653920"
"274400","이노시뮬레이션","KOSDAQ","디지털컨텐츠","11610","-190","-1.61","90788179860"
"056090","이노시스","KOSDAQ","의료·정밀기기","1180","0","0.00","94198204660"
"073490","이노와이어리스","KOSDAQ","통신장비","28250","-750","-2.59","214808649500"
"215790","이노인스트루먼트","KOSDAQ","통신장비","996","-4","-0.40","40122016404"
"344860","이노진","KOSDAQ","화학","2520","-25","-0.98","30315600000"
"246960","이노테라피","KOSDAQ","제약","8670","-280","-3.13","62743316100"
"088390","이녹스","KOSDAQ","운송장비·부품","23250","-500","-2.11","218220873000"
"272290","이녹스첨단소재","KOSDAQ","IT부품","30500","50","0.16","616150569000"
"053350","이니텍","KOSDAQ","소프트웨어","3255","-5","-0.15","64419431580"
"452400","이닉스","KOSDAQ","운송장비·부품","22000","-1800","-7.56","199571416000"
"041520","이라이콤","KOSDAQ","IT부품","6600","-70","-1.05","80445618000"
"264850","이랜시스","KOSDAQ","일반전기전자","7020","-370","-5.01","209549892240"
"054210","이랜텍","KOSDAQ","IT부품","9140","-60","-0.65","231161659400"
"164060","이루다","KOSDAQ","의료·정밀기기","6570","80","1.23","135423553410"
"065440","이루온","KOSDAQ","소프트웨어","1885","-50","-2.58","51413412700"
"115610","이미지스","KOSDAQ","반도체","4450","-125","-2.73","69160235700"
"078020","이베스트투자증권","KOSDAQ","금융","4450","80","1.83","246891295500"
"131400","이브이첨단소재","KOSDAQ","IT부품","3200","-20","-0.62","190687622400"
"351330","이삭엔지니어링","KOSDAQ","컴퓨터서비스","10620","-500","-4.50","88024082400"
"080010","이상네트웍스","KOSDAQ","인터넷","5430","-10","-0.18","54300000000"
"086890","이수앱지스","KOSDAQ","제약","5710","-40","-0.70","197630174690"
"047560","이스트소프트","KOSDAQ","소프트웨어","30700","-1500","-4.66","350671732400"
"900110","이스트아시아홀딩스","KOSDAQ","금융","106","0","0.00","45784797300"
"067010","이씨에스","KOSDAQ","정보기기","3740","-75","-1.97","45979560000"
"418620","이에이트","KOSDAQ","소프트웨어","22600","2600","13.00","213912367400"
"102710","이엔에프테크놀로지","KOSDAQ","화학","22750","-350","-1.52","325048269000"
"063760","이엘피","KOSDAQ","반도체","3365","-10","-0.30","31379062450"
"123570","이엠넷","KOSDAQ","기타서비스","3560","100","2.89","79302837680"
"083470","이엠앤아이","KOSDAQ","IT부품","1640","-25","-1.50","34998139560"
"095190","이엠코리아","KOSDAQ","금속","2510","-5","-0.20","106878402870"
"091120","이엠텍","KOSDAQ","IT부품","39700","-1350","-3.29","680177559200"
"039030","이오테크닉스","KOSDAQ","반도체","175000","-900","-0.51","2155921250000"
"294090","이오플로우","KOSDAQ","의료·정밀기기","4415","-585","-11.70","134289673105"
"088290","이원컴포텍","KOSDAQ","운송장비·부품","1783","-1","-0.06","54543633539"
"181340","이즈미디어","KOSDAQ","의료·정밀기기","2705","0","0.00","54259503030"
"353810","이지바이오","KOSDAQ","음식료·담배","3480","-10","-0.29","118987185600"
"099750","이지케어텍","KOSDAQ","소프트웨어","19920","240","1.22","136148737920"
"377330","이지트로닉스","KOSDAQ","일반전기전자","7170","50","0.70","58148370180"
"035810","이지홀딩스","KOSDAQ","음식료·담배","3015","-30","-0.99","196414722675"
"160600","이큐셀","KOSDAQ","기계·장비","3100","0","0.00","106895911200"
"092130","이크레더블","KOSDAQ","기타서비스","13480","20","0.15","162347728000"
"096040","이트론","KOSDAQ","정보기기","271","0","0.00","245561580945"
"134060","이퓨쳐","KOSDAQ","출판·매체복제","5180","-110","-2.08","24704715000"
"001840","이화공영","KOSDAQ","건설","3090","-45","-1.44","61199798400"
"024810","이화전기","KOSDAQ","IT부품","899","0","0.00","181597539712"
"041830","인바디","KOSDAQ","의료·정밀기기","26100","50","0.19","357146710200"
"352940","인바이오","KOSDAQ","화학","3240","-5","-0.15","35211445200"
"079950","인베니아","KOSDAQ","기계·장비","1065","-8","-0.75","24708000000"
"389470","인벤티지랩","KOSDAQ","제약","13120","820","6.67","110910654720"
"277410","인산가","KOSDAQ","음식료·담배","1755","-38","-2.12","67316164695"
"060150","인선이엔티","KOSDAQ","기타서비스","7220","-30","-0.41","336189278640"
"033230","인성정보","KOSDAQ","컴퓨터서비스","5190","20","0.39","203527822200"
"450520","인스웨이브시스템즈","KOSDAQ","소프트웨어","18660","-390","-2.05","91462475160"
"037330","인지디스플레","KOSDAQ","IT부품","2145","-35","-1.61","94133805480"
"100030","인지소프트","KOSDAQ","소프트웨어","19140","-500","-2.55","62850285960"
"211050","인카금융서비스","KOSDAQ","금융","19860","100","0.51","204080565600"
"083640","인콘","KOSDAQ","통신장비","505","-11","-2.13","39248777255"
"216050","인크로스","KOSDAQ","기타서비스","11140","50","0.45","143073493080"
"049070","인탑스","KOSDAQ","IT부품","30850","-100","-0.32","530620000000"
"119610","인터로조","KOSDAQ","의료·정밀기기","30200","-1550","-4.88","399137635600"
"017250","인터엠","KOSDAQ","일반전기전자","1270","-12","-0.94","26727743090"
"051370","인터플렉스","KOSDAQ","IT부품","16180","-120","-0.74","377438496960"
"064290","인텍플러스","KOSDAQ","반도체","37300","1200","3.32","478781382600"
"189300","인텔리안테크","KOSDAQ","일반전기전자","57200","-1000","-1.72","613946704800"
"150840","인트로메딕","KOSDAQ","의료·정밀기기","5850","0","0.00","230717208150"
"048530","인트론바이오","KOSDAQ","제약","7120","60","0.85","243153425440"
"175140","인포마크","KOSDAQ","통신장비","3175","10","0.32","52031592025"
"115310","인포바인","KOSDAQ","통신서비스","22150","-150","-0.67","70722358450"
"039290","인포뱅크","KOSDAQ","통신서비스","11420","-160","-1.38","99285228760"
"071200","인피니트헬스케어","KOSDAQ","소프트웨어","5770","70","1.23","140767562660"
"101930","인화정공","KOSDAQ","운송장비·부품","10940","50","0.46","102088852700"
"333430","일승","KOSDAQ","운송장비·부품","2730","-85","-3.02","83884019310"
"068330","일신바이오","KOSDAQ","기계·장비","1399","-18","-1.27","61858379860"
"178780","일월지엠엘","KOSDAQ","유통","8650","0","0.00","120790286750"
"019540","일지테크","KOSDAQ","운송장비·부품","4390","-75","-1.68","59324265000"
"094820","일진파워","KOSDAQ","건설","12100","-20","-0.17","182452378900"
"950140","잉글우드랩","KOSDAQ","화학","16200","210","1.31","321859429200"
"049550","잉크테크","KOSDAQ","화학","3750","5","0.13","73523538750"
"389020","자람테크놀로지","KOSDAQ","통신장비","46950","3050","6.95","290983423500"
"254120","자비스","KOSDAQ","기계·장비","2270","-65","-2.78","69812192900"
"043910","자연과환경","KOSDAQ","비금속","1060","-4","-0.38","86274944420"
"234920","자이글","KOSDAQ","일반전기전자","6650","-150","-2.21","89980551500"
"289220","자이언트스텝","KOSDAQ","오락·문화","12220","130","1.08","270327723900"
"174880","장원테크","KOSDAQ","통신장비","2650","0","0.00","11610352250"
"049630","재영솔루텍","KOSDAQ","IT부품","592","-7","-1.17","49510870384"
"417840","저스템","KOSDAQ","반도체","14880","40","0.27","106518852000"
"110020","전진바이오팜","KOSDAQ","화학","7410","-510","-6.44","59629611210"
"208140","정다운","KOSDAQ","음식료·담배","2730","-45","-1.62","89227991580"
"040420","정상제이엘에스","KOSDAQ","기타서비스","6920","20","0.29","108488659840"
"045510","정원엔시스","KOSDAQ","컴퓨터서비스","1219","1","0.08","39263126948"
"217190","제너셈","KOSDAQ","반도체","14360","-580","-3.88","125925338640"
"095700","제넥신","KOSDAQ","기타서비스","8220","-70","-0.84","341217082680"
"072520","제넨바이오","KOSDAQ","유통","460","-8","-1.71","34115069240"
"122310","제노레이","KOSDAQ","의료·정밀기기","6810","20","0.29","99111677640"
"361390","제노코","KOSDAQ","통신장비","17080","-430","-2.46","128113476120"
"187420","제노포커스","KOSDAQ","제약","3850","110","2.94","87619955500"
"225220","제놀루션","KOSDAQ","제약","4055","-55","-1.34","77815535155"
"123330","제닉","KOSDAQ","화학","3630","5","0.14","25410000000"
"159580","제로투세븐","KOSDAQ","유통","6950","0","0.00","139226820200"
"147830","제룡산업","KOSDAQ","금속","3405","-65","-1.87","68100000000"
"033100","제룡전기","KOSDAQ","IT부품","22100","300","1.38","354979238900"
"079370","제우스","KOSDAQ","기계·장비","20250","-250","-1.22","628094047500"
"054950","제이브이엠","KOSDAQ","기계·장비","28350","-50","-0.18","342748438200"
"023440","제이스코홀딩스","KOSDAQ","금속","1364","-2","-0.15","74098293368"
"090470","제이스텍","KOSDAQ","반도체","9840","-180","-1.80","171969684960"
"287410","제이시스메디칼","KOSDAQ","의료·정밀기기","8330","-100","-1.19","636990143650"
"137950","제이씨케미칼","KOSDAQ","화학","6820","-130","-1.87","151866491480"
"033320","제이씨현시스템","KOSDAQ","유통","4830","-10","-0.21","92322706560"
"417500","제이아이테크","KOSDAQ","반도체","5080","-140","-2.68","166546499520"
"204270","제이앤티씨","KOSDAQ","일반전기전자","12250","-470","-3.69","708643708500"
"026040","제이에스티나","KOSDAQ","기타제조","2005","-60","-2.91","33090098950"
"452160","제이엔비","KOSDAQ","기계·장비","11030","-460","-4.00","101635615130"
"126880","제이엔케이히터","KOSDAQ","기계·장비","4985","-5","-0.10","115676441455"
"322510","제이엘케이","KOSDAQ","소프트웨어","16400","250","1.55","265609676800"
"033050","제이엠아이","KOSDAQ","출판·매체복제","1065","13","1.24","34696999230"
"094970","제이엠티","KOSDAQ","IT부품","5440","90","1.68","91110425600"
"418550","제이오","KOSDAQ","기타서비스","26500","-350","-1.30","836492984500"
"089790","제이티","KOSDAQ","반도체","9420","-190","-1.98","97172132460"
"052670","제일바이오","KOSDAQ","제약","2080","0","0.00","60588453120"
"199820","제일전기공업","KOSDAQ","일반전기전자","9680","70","0.73","107544800000"
"038010","제일테크노스","KOSDAQ","금속","8080","220","2.80","72720000000"
"276730","제주맥주","KOSDAQ","음식료·담배","991","-54","-5.17","57809084181"
"080220","제주반도체","KOSDAQ","반도체","28300","-1550","-5.19","974732173900"
"216080","제테마","KOSDAQ","제약","16130","-30","-0.19","288061782670"
"229000","젠큐릭스","KOSDAQ","제약","4585","-215","-4.48","66112270420"
"082270","젬백스","KOSDAQ","기계·장비","12640","130","1.04","505526359360"
"064800","젬백스링크","KOSDAQ","유통","2665","55","2.11","223186066805"
"044060","조광ILI","KOSDAQ","기계·장비","732","0","0.00","70075958688"
"034940","조아제약","KOSDAQ","제약","1885","9","0.48","58396973895"
"067000","조이시티","KOSDAQ","디지털컨텐츠","3005","40","1.35","209937392465"
"033340","좋은사람들","KOSDAQ","섬유·의류","2110","0","0.00","204565677380"
"036930","주성엔지니어링","KOSDAQ","반도체","32450","550","1.72","1565686929400"
"239340","줌인터넷","KOSDAQ","인터넷","3055","5","0.16","82422781870"
"072020","중앙백신","KOSDAQ","제약","10580","40","0.38","102188908460"
"000440","중앙에너비스","KOSDAQ","유통","18080","-210","-1.15","112586510400"
"051980","중앙첨단소재","KOSDAQ","화학","3930","-40","-1.01","308512612410"
"228760","지노믹트리","KOSDAQ","기타서비스","21400","-850","-3.82","513863947600"
"314130","지놈앤컴퍼니","KOSDAQ","제약","9270","60","0.65","138810444660"
"389030","지니너스","KOSDAQ","기타서비스","2200","25","1.15","73213459000"
"043610","지니뮤직","KOSDAQ","디지털컨텐츠","3390","-20","-0.59","197011334820"
"263860","지니언스","KOSDAQ","소프트웨어","13300","-120","-0.89","125613180000"
"303030","지니틱스","KOSDAQ","반도체","1959","204","11.62","70025763612"
"036180","지더블유바이텍","KOSDAQ","유통","622","25","4.19","38907941742"
"208350","지란지교시큐리티","KOSDAQ","출판·매체복제","4020","-35","-0.86","35530966980"
"144510","지씨셀","KOSDAQ","기타서비스","41200","2400","6.19","650974172800"
"358570","지아이이노베이션","KOSDAQ","기타서비스","10520","370","3.65","464359101480"
"382480","지아이텍","KOSDAQ","기계·장비","3010","-65","-2.11","118464991400"
"382800","지앤비에스 에코","KOSDAQ","기계·장비","6010","-150","-2.44","180594562120"
"051160","지어소프트","KOSDAQ","소프트웨어","8820","230","2.68","136484472600"
"053050","지에스이","KOSDAQ","전기·가스·수도","3480","-105","-2.93","104356837560"
"119850","지엔씨에너지","KOSDAQ","일반전기전자","4660","-145","-3.02","76651915940"
"065060","지엔코","KOSDAQ","섬유·의류","461","-2","-0.43","49791708284"
"204840","지엘팜텍","KOSDAQ","기타서비스","1371","-27","-1.93","86216131551"
"270520","지오릿에너지","KOSDAQ","기타서비스","2550","586","29.84","333090401850"
"311320","지오엘리먼트","KOSDAQ","일반전기전자","12310","-420","-3.30","155285233600"
"388050","지투파워","KOSDAQ","일반전기전자","9200","-100","-1.08","172126820400"
"219750","지티지웰니스","KOSDAQ","의료·정밀기기","2850","0","0.00","24704412750"
"018120","진로발효","KOSDAQ","음식료·담배","15690","-10","-0.06","103885372800"
"109820","진매트릭스","KOSDAQ","기타서비스","2605","-20","-0.76","53125432200"
"086060","진바이오텍","KOSDAQ","유통","4240","-20","-0.47","36508888880"
"036890","진성티이씨","KOSDAQ","기계·장비","9500","-200","-2.06","213581546000"
"363250","진시스템","KOSDAQ","의료·정밀기기","6820","-240","-3.40","47636936160"
"007370","진양제약","KOSDAQ","제약","5960","10","0.17","71620586920"
"285800","진영","KOSDAQ","화학","4220","-60","-1.40","73754079400"
"085660","차바이오텍","KOSDAQ","제약","17140","-360","-2.06","965229553020"
"261780","차백신연구소","KOSDAQ","기타서비스","5050","10","0.20","134996998950"
"094850","참좋은여행","KOSDAQ","기타서비스","7810","-150","-1.88","109340000000"
"004650","창해에탄올","KOSDAQ","음식료·담배","9440","130","1.40","86761954400"
"278280","천보","KOSDAQ","화학","96100","-1600","-1.64","961000000000"
"362320","청담글로벌","KOSDAQ","유통","8280","90","1.10","170164681200"
"066360","체리부로","KOSDAQ","음식료·담배","1243","-16","-1.27","59604354645"
"047820","초록뱀미디어","KOSDAQ","오락·문화","5400","0","0.00","132051222000"
"094360","칩스앤미디어","KOSDAQ","반도체","31450","-650","-2.02","654887249800"
"016790","카나리아바이오","KOSDAQ","음식료·담배","1050","-71","-6.33","196341142200"
"016920","카스","KOSDAQ","유통","1472","-3","-0.20","38998487936"
"284620","카이노스메드","KOSDAQ","기타서비스","3995","40","1.01","111549972020"
"293490","카카오게임즈","KOSDAQ","디지털컨텐츠","24250","-400","-1.62","2001394840500"
"042000","카페24","KOSDAQ","인터넷","25950","950","3.80","629366751300"
"317530","캐리소프트","KOSDAQ","오락·문화","5070","-10","-0.20","35343963720"
"071850","캐스텍코리아","KOSDAQ","운송장비·부품","2560","0","0.00","42417121280"
"050110","캠시스","KOSDAQ","IT부품","1529","-6","-0.39","112877076422"
"452300","캡스톤파트너스","KOSDAQ","금융","4300","-140","-3.15","60176371500"
"119860","커넥트웨이브","KOSDAQ","인터넷","14150","-10","-0.07","661472639450"
"223310","커머스마이너","KOSDAQ","유통","1549","-3","-0.19","24366344679"
"451760","컨텍","KOSDAQ","통신서비스","18100","350","1.97","264066619600"
"900310","컬러레이","KOSDAQ","금융","800","-8","-0.99","51233340000"
"078340","컴투스","KOSDAQ","디지털컨텐츠","44750","-750","-1.65","570014536250"
"063080","컴투스홀딩스","KOSDAQ","디지털컨텐츠","35350","-350","-0.98","233140037200"
"307930","컴퍼니케이","KOSDAQ","금융","6810","-40","-0.58","106304100000"
"079190","케스피온","KOSDAQ","통신장비","808","-4","-0.49","30991255312"
"263700","케어랩스","KOSDAQ","기타서비스","6400","-40","-0.62","124250880000"
"214370","케어젠","KOSDAQ","제약","24500","200","0.82","1316017500000"
"221980","케이디켐","KOSDAQ","화학","12380","-30","-0.24","49950824000"
"038530","케이바이오","KOSDAQ","유통","249","5","2.05","28812872403"
"424140","케이비제21호스팩","KOSDAQ","금융","2080","0","0.00","16036800000"
"436530","케이비제22호스팩","KOSDAQ","금융","4000","-80","-1.96","20880000000"
"192250","케이사인","KOSDAQ","소프트웨어","1312","-33","-2.45","92720689184"
"115500","케이씨에스","KOSDAQ","컴퓨터서비스","8110","-40","-0.49","97320000000"
"089150","케이씨티","KOSDAQ","컴퓨터서비스","3035","0","0.00","52050250000"
"025880","케이씨피드","KOSDAQ","음식료·담배","2490","10","0.40","41622486420"
"093320","케이아이엔엑스","KOSDAQ","인터넷","95600","-2600","-2.65","466528000000"
"093640","케이알엠","KOSDAQ","반도체","8370","-70","-0.83","244516007340"
"073010","케이에스피","KOSDAQ","기계·장비","3280","30","0.92","118710602960"
"105330","케이엔더블유","KOSDAQ","운송장비·부품","8280","270","3.37","132977031840"
"053080","케이엔솔","KOSDAQ","기계·장비","20500","1070","5.51","266496043500"
"432470","케이엔에스","KOSDAQ","기계·장비","36950","-1250","-3.27","158876797100"
"272110","케이엔제이","KOSDAQ","반도체","16650","-170","-1.01","132540576750"
"039420","케이엘넷","KOSDAQ","통신서비스","2805","-65","-2.26","67754017650"
"083550","케이엠","KOSDAQ","섬유·의류","4605","-25","-0.54","54213232845"
"032500","케이엠더블유","KOSDAQ","통신장비","15650","470","3.10","623196818950"
"225430","케이엠제약","KOSDAQ","화학","1005","7","0.70","28026485250"
"102370","케이옥션","KOSDAQ","유통","5410","-10","-0.18","147012070350"
"068100","케이웨더","KOSDAQ","디지털컨텐츠","12020","-4580","-27.59","119474160280"
"036030","케이티알파","KOSDAQ","유통","5980","-50","-0.83","293135312340"
"064820","케이프","KOSDAQ","운송장비·부품","4420","50","1.14","136585637760"
"256940","케이피에스","KOSDAQ","반도체","6940","-540","-7.22","130115686520"
"024880","케이피에프","KOSDAQ","금속","4685","-80","-1.68","96898908630"
"042040","케이피엠테크","KOSDAQ","화학","399","-2","-0.50","69609905883"
"054410","케이피티유","KOSDAQ","금속","4980","-20","-0.40","28517691120"
"258610","케일럼","KOSDAQ","금속","4000","405","11.27","107148532000"
"274090","켄코아에어로스페이스","KOSDAQ","운송장비·부품","11830","-210","-1.74","152763463580"
"089010","켐트로닉스","KOSDAQ","화학","23650","-100","-0.42","358715632000"
"220260","켐트로스","KOSDAQ","화학","7720","-370","-4.57","205030130040"
"052400","코나아이","KOSDAQ","소프트웨어","16800","280","1.69","251999983200"
"402030","코난테크놀로지","KOSDAQ","소프트웨어","32950","-800","-2.37","376344619600"
"391710","코닉오토메이션","KOSDAQ","소프트웨어","2875","-115","-3.85","119321763250"
"046070","코다코","KOSDAQ","운송장비·부품","336","0","0.00","14376114816"
"047770","코데즈컴바인","KOSDAQ","섬유·의류","1751","4","0.23","66262396102"
"080530","코디","KOSDAQ","화학","2450","-250","-9.26","78405821200"
"104540","코렌텍","KOSDAQ","의료·정밀기기","11440","40","0.35","145944312800"
"027050","코리아나","KOSDAQ","화학","2675","-45","-1.65","107000000000"
"190650","코리아에셋투자증권","KOSDAQ","금융","5480","-10","-0.18","35006240000"
"123410","코리아에프티","KOSDAQ","운송장비·부품","5110","-240","-4.49","142267837040"
